issues_title,issues_created_at,issues_thread_id,issues_comment_id,issues_comment_type,issues_comment_text,issues_comment_author,issues_time_to_close,issues_time_to_first_response,issues_no_of_comments,issues_commits,issues_checks,issues_files_changed,issues_lines_changed
Refactor OpenPlanner code following ROS C++ code style ,2019-01-09T11:20:55Z,394369565,452662549,answered,"> That would be great for new code , what about the existing one?

Eventually all existing code will be ported to ament, so that the migration to ROS2 is easier.

> should I stop refactoring OpenPlanner?

Feel free to keep making changes to OpenPlanner, of course :-) But now that colcon will be part of Autoware 1.10 and ament will be in 1.11, we have the opportunity to add the ament linters to existing packages. However, this shouldn't block you from refactoring OpenPlanner, we can always port it to ament after or during 1.11.

> I am looking forward to use ROS2 with Autoware.

So am I! :-)

> do you recommend to use ROS2 code style from now ?

Both styles are very very very similar, my recommendation is that you continue with the changes you're making and we merge them, and once we have the ament infrastructure in Autoware, we can port OpenPlanner to ament and check if your changes pass the ROS2 checks.

> what is the difference between using ""ament"" and ""colcon"" as build tools ?

Basically, a build system comprises the functions and macros that are added to a build definition to find a package's dependencies (e.g. the build_depend tags in package.xml help rosdep install the dependencies), how to generate messages, etc.

A build tool is the program that knows how to read the metadata (package.xml) and the build definition (CMakeLists.txt) to produce a library or an executable.

Back in ROS1, the build system and the build tool were the same: catkin. catkin_make could only build catkin packages. In ROS2, we introduced ament, the evolution of the catkin build system, and had to create ament_tools to support the ament build system.

But that was just too messy, because now you needed a different tool for a different build system, and to solve that, colcon was created. colcon understands packages that are written for the catkin (ROS1), ament (ROS2), CMake, setuptools (Python), Gradle (Java), etc. build systems, so we can now use the same tool for building workspaces that contain packages for different build systems.

This is a huge benefit for us, because we can have code written for ROS1 that use the catkin build system, but also ROS1 packages with the ROS2 build system (ament), and packages entirely written for ROS2 all in the same workspace. So instead of rewriting Autoware entirely for ROS2, we can do it step by step: first convert the build system of some of the packages to ament, add the ros1_bridge, add new packages that use ROS2, etc.

The link I pasted before is just an example of a ROS1 package, ported to ament and showing how the ament linters help keeping the code clean.",esteve,6458423.0,713325.0,4,2,0,61,6900
Refactor OpenPlanner code following ROS C++ code style ,2019-01-10T12:47:33Z,394369565,453084316,questioned,"@esteve Thanks a lot of explaining in detail, now I fully understand.",hatem-darweesh,6458423.0,713325.0,4,2,0,61,6900
[Fix] rosbag split size in runtime manager,2018-12-27T09:18:04Z,394340544,,,,mitsudome-r,,,0,1,0,1,2
Feature/shape estimation,2018-12-26T08:57:17Z,394118928,449933004,answered,"@yukkysaito Please wait before merging, we need to add other tests and relocate the package to the object_filter package. autowarefoundation/autoware_ai#378 ",amc-nu,1870234.0,102.0,2,41,0,38,2450
Feature/shape estimation,2019-01-15T12:39:32Z,394118928,454378510,questioned,"Add test code

",yukkysaito,1870234.0,102.0,2,41,0,38,2450
[feature] Initial integration of Boson FLIR ADK camera driver for Autoware,2018-12-24T06:42:48Z,393820857,,,,amc-nu,,,0,2,0,4,99
[fix] CMake error & warning fixes on develop,2019-01-02T16:37:55Z,393815182,450913613,answered,"@amc-nu I added the following in the `feature/use_colcon` branch to ensure that the `autoware_driveworks_gmsl_interface` package is a proper catkin package.

https://github.com/esteve/Autoware/commit/ca123aa402bb3fdf25518eb71ab5cf163ac1edfb

Basically, just adding a call to the `catkin_package` macro is enough.",esteve,934242.0,816288.0,9,3,0,3,103
[fix] CMake error & warning fixes on develop,2019-01-03T14:40:43Z,393815182,451162195,answered,LGTM,hakuturu583,934242.0,816288.0,9,3,0,3,103
[fix] CMake error & warning fixes on develop,2019-01-03T15:47:40Z,393815182,451183474,questioned,"@esteve pushed the changes as we discussed, can you please review again,? and approve if you agree?
Thanks",amc-nu,934242.0,816288.0,9,3,0,3,103
[fix] CMake error & warning fixes on develop,2019-01-03T15:48:45Z,393815182,451183839,answered,"@amc-nu looks great, thanks for fixing the issue and iterating on it.",esteve,934242.0,816288.0,9,3,0,3,103
[fix] CMake error & warning fixes on develop,2019-01-03T15:50:31Z,393815182,451184400,answered,"@amc-nu one small change I just noticed, you now need to declare `autoware_build_flags` as a buildtool dependency in `package.xml`:

`<buildtool_depend>autoware_build_flags</buildtool_depend>`",esteve,934242.0,816288.0,9,3,0,3,103
[fix] CMake error & warning fixes on develop,2019-01-03T15:51:57Z,393815182,451184865,answered,"@amc-nu I just saw that the dependency for `autoware_build_flags` wasn't introduced in this PR, but could you add it anyway? Thanks!",esteve,934242.0,816288.0,9,3,0,3,103
[fix] CMake error & warning fixes on develop,2019-01-03T15:56:54Z,393815182,451186585,questioned,"@esteve updated!

Thanks for noticing that!

Waiting for CI before merging",amc-nu,934242.0,816288.0,9,3,0,3,103
[fix] CMake error & warning fixes on develop,2019-01-03T17:39:57Z,393815182,451219689,answered,"CI passed, yay! However, the current GitLab runner does not trigger the install target yet, so can't know for sure if the bug is fixed (though, I'm pretty sure it is).

https://gitlab.com/CPFL/Autoware/pipelines/42030601

@amc-nu I'm ok merging this PR, but I'll leave it up to you in case you want to make some more changes.",esteve,934242.0,816288.0,9,3,0,3,103
[fix] CMake error & warning fixes on develop,2019-01-04T01:24:46Z,393815182,451330467,questioned,"@esteve Thanks for all your help.
Confirmed with industrial_ci.",amc-nu,934242.0,816288.0,9,3,0,3,103
change package name to detected_objects_visualizer,2018-12-21T09:26:00Z,393384080,,,,yukkysaito,,,0,1,0,15,0
[feature] Baidu's CNN based LiDAR segmentation,2019-01-25T07:10:35Z,393315458,457477450,answered,"@amc-nu 
Can you add an appropriate license for each file?
Some files lack license information.",k0suke-murakami,5136162.0,3031907.0,3,18,0,16,1797
[feature] Baidu's CNN based LiDAR segmentation,2019-03-24T00:17:00Z,393315458,475916137,answered,"@amc-nu @k0suke-murakami couple of questions here:
1. How exactly is this different from https://github.com/ApolloAuto/apollo/tree/master/modules/perception/lidar/lib/segmentation/cnnseg? What has been copied directly from Apollo repo?
1. How much of other code from Apollo have we copied into Autoware already?
1. Why has this PR almost 2000 lines of code and only one meaningful comment: https://github.com/CPFL/Autoware/pull/1800#issuecomment-457477450?
1. @k0suke-murakami how did you test it? 
1. Why again 0 tests?
1. Why again 0 comments?
1. Which models do you download from Apollo?  Did you make sure 100% sure that their pre-trained models are also Apache 2.0?

I thought that we wanted to monitor new contributions into Autoware.AI a little bit more.

Also we said that we won't be copying code from other sources anymore (as we did before with e.g. pointgray and velodyne drivers).

@gbiggs @kfunaoka ?",dejanpan,5136162.0,3031907.0,3,18,0,16,1797
[feature] Baidu's CNN based LiDAR segmentation,2019-03-24T05:46:06Z,393315458,475930502,answered,"> I thought that we wanted to monitor new contributions into Autoware.AI a little bit more.

This PR was made before I started. I certainly wouldn’t have accepted it with so few tests, comments and documentation.",gbiggs,5136162.0,3031907.0,3,18,0,16,1797
[Feature] negative estimate twist,2018-12-20T12:51:53Z,393033873,,,,YamatoAndo,,,0,2,0,1,32
cleanup data preprocessor,2018-12-20T01:37:38Z,392654179,448826662,questioned,"Thank you for your review. I will do it.
this feature is not ready for merge and for a certain reason I close this.

",yukitsuji,36357.0,36350.0,1,2,0,14,790
Feature/lgsvl sim,2018-12-20T01:25:04Z,392614506,448823048,answered,"![image](https://user-images.githubusercontent.com/10920881/50258050-4a73d000-0441-11e9-8b38-a1713ca8663f.png)

Followed the instruction in README.
>roscd lgsvl_simulator_bridge
source quick_setup_sim.bash

And got above error. ",k0suke-murakami,68055.0,41056.0,3,28,0,21,604
Feature/lgsvl sim,2018-12-20T02:15:16Z,392614506,448833536,answered,"My bad. Resolved. 

> ![image](https://user-images.githubusercontent.com/10920881/50258050-4a73d000-0441-11e9-8b38-a1713ca8663f.png)
> 
> Followed the instruction in README.
> 
> > roscd lgsvl_simulator_bridge
> > source quick_setup_sim.bash
> 
> And got above error.",k0suke-murakami,68055.0,41056.0,3,28,0,21,604
Feature/lgsvl sim,2018-12-20T02:16:47Z,392614506,448833870,questioned,"@cirpue49 

I think it was old version...
Please execute this command.
```
git pull origin feature/lgsvl_sim
```",hakuturu583,68055.0,41056.0,3,28,0,21,604
Feature/RosbagController,2018-12-20T14:11:07Z,392481382,449011356,answered,@ChenxiTU `Autoware/ros/src/util/packages/autoware_rviz_plugins` is empty. Can you push the code?,kitsukawa,3087094.0,108669.0,12,8,0,22,1811
Feature/RosbagController,2018-12-21T02:24:42Z,392481382,449218920,questioned,"Sorry, my mistake. Code could be seen now.",ChenxiTU,3087094.0,108669.0,12,8,0,22,1811
Feature/RosbagController,2018-12-28T05:01:22Z,392481382,450290466,answered,"Good Wok!

Just concerned about follwoing:
Could you explain briefly what you have changed from original rosbag source code in recorder.cpp?
In other words, is there any particular reason that you did not use original ""rosbag record""? (e.g. by QProcess )
I would prefer to do so since that would keep us from updating this package every time the original rosbag source code changes. ",mitsudome-r,3087094.0,108669.0,12,8,0,22,1811
Feature/RosbagController,2019-01-10T08:51:23Z,392481382,453017046,questioned,"@isamu-takagi  
Thanks for your careful review.
* I Added Apache 2.0 license in package.xml. 
* I deleted L.165-168 in src/autoware_rosbag_plugin.cpp, which is useless. Personally, I'd like to set append_date always false so we can obtain a succinct filename. 
And thank you for your advice of variable naming.
* I fix L.89 in src/autoware_rosbag_plugin.h: `bool record_status` into `bool record_status_`. It was a mistake.

@mitsudome-r 
Thank you for  your review and advice.
The reason why I do not use original rosbag source code is that just using original is hard to control the start and stop (especailly stop) from GUI well.
What I have changed is:
* Add two methods `void Recorder::stop()` and `int Recorder::start()` to start and stop recording",ChenxiTU,3087094.0,108669.0,12,8,0,22,1811
Feature/RosbagController,2019-01-10T09:00:10Z,392481382,453019628,answered,"@ChenxiTU thanks for fixing

Can you please merge latest develop branch into yours, and push again.?
Thanks",amc-nu,3087094.0,108669.0,12,8,0,22,1811
Feature/RosbagController,2019-01-10T09:42:07Z,392481382,453032551,questioned,"@amc-nu 

Sorry, my mistake. Latest develop was merged now.",ChenxiTU,3087094.0,108669.0,12,8,0,22,1811
Feature/RosbagController,2019-01-11T05:17:17Z,392481382,453381535,answered,"@ChenxiTU 

I find warning and aborting. Can you merge [this](https://github.com/isamu-takagi/Autoware/commit/1579c94c5f3f1b2a14dc81abd70a66b0fb74cb64)?
* Warning when refresh button is pushed
* Aborting when parsing yaml file is failed",isamu-takagi,3087094.0,108669.0,12,8,0,22,1811
Feature/RosbagController,2019-01-11T08:41:36Z,392481382,453431817,questioned,"@isamu-takagi 
Thank you. I merged you commits. ",ChenxiTU,3087094.0,108669.0,12,8,0,22,1811
Feature/RosbagController,2019-01-11T09:02:35Z,392481382,453439515,answered,"@ChenxiTU
Thank you for merging. Looks good. This is useful tool!",isamu-takagi,3087094.0,108669.0,12,8,0,22,1811
Feature/RosbagController,2019-01-20T08:24:38Z,392481382,455846765,answered,@ChenxiTU Can you modify to list topics in alphabetical order?,kitsukawa,3087094.0,108669.0,12,8,0,22,1811
Feature/RosbagController,2019-01-21T04:40:22Z,392481382,455946412,answered,@ChenxiTU Thank you. Can you add license notice (Apache 2.0)in the code?,kitsukawa,3087094.0,108669.0,12,8,0,22,1811
Feature/RosbagController,2019-01-23T12:46:45Z,392481382,456788796,answered,Would you declare at autowarefoundation/autoware_ai#476 if working for v1.11?,kfunaoka,3087094.0,108669.0,12,8,0,22,1811
Feature/lgsvl sim,2018-12-19T06:53:40Z,392464326,,,,hakuturu583,,,0,17,0,16,582
Removing CUDA dependencies for Darknet Yolov3,2019-03-13T16:32:29Z,391705428,472501224,answered,Thanks @K1504296! ,sgermanserrano,7442507.0,7442466.0,2,9,0,1,117
Removing CUDA dependencies for Darknet Yolov3,2019-03-13T16:33:29Z,391705428,472501647,answered,[Gitlab CI pipeline](https://gitlab.com/ServandoGS/Autoware/pipelines/51649266),sgermanserrano,7442507.0,7442466.0,2,9,0,1,117
Remove CUDA dependencies for Darknet yolov3,2018-12-14T15:41:25Z,391160168,,,,TheodoreRTG,,,0,2,0,1,46
[Fix] Add grid_map_vizualization to run_depend,2018-12-17T09:42:08Z,391076361,447781322,questioned,@Tomoya-Sato Thanks.,aohsato,252302.0,252296.0,1,1,0,1,1
Offline Tools,2019-02-14T10:31:08Z,390689180,463576731,questioned,"Thanks for comment.
Regarding the file access_private.hpp, I could not find the original
source, so I think it is in public domain. And actually I have some
problems to make it work in ROS Indigo.

Pada tanggal Kam, 14 Feb 2019 pukul 12.51 Masaya Kataoka <
notifications@github.com> menulis:

> *@hakuturu583* commented on this pull request.
>
> Thank you for your great Pull request!!
> It is better to write test code.
> ------------------------------
>
> In ros/src/util/packages/offline_tools/CMakeLists.txt
> <https://github.com/CPFL/Autoware/pull/1778#discussion_r256681622>:
>
> > @@ -0,0 +1,104 @@
> +cmake_minimum_required(VERSION 3.5)
>
> travis Use CMake 2.8.12.2
> Can you change this line to 2.8.3 ??
> ------------------------------
>
> In ros/src/util/packages/offline_tools/bag_viewer/BagViewer.cpp
> <https://github.com/CPFL/Autoware/pull/1778#discussion_r256682075>:
>
> > @@ -0,0 +1,214 @@
> +/*
>
> apply clang-format.
> ------------------------------
>
> In ros/src/util/packages/offline_tools/bag_viewer/BagViewer.cpp
> <https://github.com/CPFL/Autoware/pull/1778#discussion_r256682157>:
>
> > @@ -0,0 +1,214 @@
> +/*
> + *  Copyright (c) 2015, Nagoya University
>
> You made this code in 2015???
> ------------------------------
>
> In ros/src/util/packages/offline_tools/common/access_private.hpp
> <https://github.com/CPFL/Autoware/pull/1778#discussion_r256682268>:
>
> > @@ -0,0 +1,157 @@
> +/*
>
> Please write LICENCE
>
> —
> You are receiving this because you authored the thread.
> Reply to this email directly, view it on GitHub
> <https://github.com/CPFL/Autoware/pull/1778#pullrequestreview-203558123>,
> or mute the thread
> <https://github.com/notifications/unsubscribe-auth/AJjhH5cWB_0bDrvgSml13Rke1VzhLkYIks5vNN1CgaJpZM4ZRrSJ>
> .
>
",sujiwo,8437450.0,5430986.0,15,11,0,25,2188
Offline Tools,2019-02-14T14:16:53Z,390689180,463642718,answered,"We already dropped indigo support .
So, it will be no problem!!",hakuturu583,8437450.0,5430986.0,15,11,0,25,2188
Offline Tools,2019-02-15T02:07:14Z,390689180,463878797,questioned,"Thanks for info, @hakuturu583. One more thing, I'm still new to unit testing. How can I write the test code you that you suggested? ",sujiwo,8437450.0,5430986.0,15,11,0,25,2188
Offline Tools,2019-02-15T03:45:32Z,390689180,463895487,answered,"@sujiwo The test code example is here 
https://github.com/CPFL/Autoware/tree/develop/ros/src/system/autoware_health_checker",hakuturu583,8437450.0,5430986.0,15,11,0,25,2188
Offline Tools,2019-02-15T03:46:20Z,390689180,463895619,answered,"You should add catkin_enable_testing line like below and add test code.

```
if (CATKIN_ENABLE_TESTING)
  find_package(rostest REQUIRED)
  add_rostest_gtest(test-autoware_health_checker
  test/test_autoware_health_checker.test
  test/src/test_autoware_health_checker.cpp
  ${NODE_STATUS_PUBLISHER_SRC})
  target_link_libraries(test-autoware_health_checker
  ${catkin_LIBRARIES})
endif ()
```",hakuturu583,8437450.0,5430986.0,15,11,0,25,2188
Offline Tools,2019-02-15T03:47:26Z,390689180,463895792,answered,"@sujiwo This is the documentaion in ROSWIKI 
http://wiki.ros.org/rostest/Writing",hakuturu583,8437450.0,5430986.0,15,11,0,25,2188
Offline Tools,2019-02-21T02:58:00Z,390689180,465842567,questioned,"I pushed a new test code; @hakuturu583, Can you please check it ? Thank you.",sujiwo,8437450.0,5430986.0,15,11,0,25,2188
Offline Tools,2019-02-22T01:28:02Z,390689180,466236806,answered,@sujiwo I think it is a good test.,hakuturu583,8437450.0,5430986.0,15,11,0,25,2188
Offline Tools,2019-02-22T01:28:29Z,390689180,466236892,answered,@sujiwo apply clang-format before merge your PR.,hakuturu583,8437450.0,5430986.0,15,11,0,25,2188
Offline Tools,2019-02-22T07:30:00Z,390689180,466301658,questioned,"Dear @hakuturu583, I have applied clang-format and put license notice in all *.h and *.cpp files. One thing to note: I could not find any licenses for file access_private.h, and the original author is still unreachable, so I release the file in public domain. What is your opinion (or TierIV) about this? Thank you.",sujiwo,8437450.0,5430986.0,15,11,0,25,2188
Offline Tools,2019-02-27T06:00:38Z,390689180,467735383,questioned,"Dear @hakuturu583, I already received written permission from original author to release the file in BSD license, and pushed new commit. Can you please check it ? Thank you.",sujiwo,8437450.0,5430986.0,15,11,0,25,2188
Offline Tools,2019-03-19T08:53:27Z,390689180,474251541,questioned,"@gbiggs, Your request for switching to Apache 2.0 has been addressed. Regarding why this file (access_private.h) is required, it's because presently, ROS bag API protects bag file's index entry, which is required to read it in random fashion.",sujiwo,8437450.0,5430986.0,15,11,0,25,2188
Offline Tools,2019-03-20T01:25:52Z,390689180,474647412,answered,I looked at what you are doing and at the rosbag API. I think that because `rosbag::View` is a friend of `MessageInstance` you would be better off making a custom view to provide random access.,gbiggs,8437450.0,5430986.0,15,11,0,25,2188
Offline Tools,2019-03-20T02:34:34Z,390689180,474660465,questioned,"There two reasons that merely instancing the rosbag View class is not enough for random access bag:
1) There is a built-in iterator inside View class, but it is designed for sequential access
2) It is true that MessageInstance is friend of View, but not derivatives of View. Therefore I cannot access the index entries of all message instances directly, except it is made public (only possible when changing ROSbag API).",sujiwo,8437450.0,5430986.0,15,11,0,25,2188
Offline Tools,2019-03-21T05:38:52Z,390689180,475118282,answered,"You would not necessarily have to follow the API of the `view` class since it's for an internal tool use.
However, you are right about not getting the friend privelages.

Using the approach of breaking the rosbag API is nasty and introduces maintainability issues. Here's what I think you should do:

- Since this is not going into 1.11, you need to make a fork and do a new PR from there anyway.
- In your fork, make one branch for each tool you are proposing so we can deal with each one individually.
- For the tool using rosbag, make the necessary changes in the rosbag API so you don't need to circumvent it. Propose them in a PR to the rosbag repository.
- Submit your tool as-is, but also submit a feature request to change it to use the changed rosbag API once that gets released in a ROS version we support (it is possible it would get released in Melodic if it doesn't change how the API is used for any other code).

We can accept the PR for that tool conditional on there being a proposal to change the rosbag API and your tool intending to use it in the future.",gbiggs,8437450.0,5430986.0,15,11,0,25,2188
Replace CI links to GitLab,2018-12-13T10:28:57Z,390613115,446918921,questioned,This needs to be merged to develop before the Autoware 1.10 cutoff so the links on the GtiHub repo point to the correct GitLab pipelines.,esteve,1902154.0,56.0,3,1,0,1,2
Replace CI links to GitLab,2019-01-02T12:52:13Z,390613115,450855964,questioned,@kfunaoka @sgermanserrano got any feedback? Thanks.,esteve,1902154.0,56.0,3,1,0,1,2
Replace CI links to GitLab,2019-01-04T10:50:50Z,390613115,451412262,questioned,@sgermanserrano thanks for the review.,esteve,1902154.0,56.0,3,1,0,1,2
Update CMake requirement to 3.5,2019-03-18T05:21:56Z,390607156,473773723,answered,@esteve Can this be merged? Or should we wait until 1.13 and do whatever 18.04 supports then?,gbiggs,46041252.0,8190530.0,1,1,0,151,302
Fix deceleration value bug in following state,2019-03-18T05:18:35Z,390557625,473773223,answered,@MoeLang Is this PR still valid?,gbiggs,8214237.0,8198725.0,2,1,0,1,2
Fix deceleration value bug in following state,2019-03-18T05:24:22Z,390557625,473774124,questioned,"> @MoeLang Is this PR still valid?

Yes, we used fixed code for months and it works well",moelang,8214237.0,8198725.0,2,1,0,1,2
[Feature] costmap generator,2019-01-21T09:09:33Z,390546490,455998807,questioned,"![screenshot from 2019-01-21 18-06-43](https://user-images.githubusercontent.com/10920881/51463755-5daeee00-1da7-11e9-8b7b-deaf3c40c521.png)

Add convex hull costmap",k0suke-murakami,7638779.0,3376694.0,5,149,0,23,2085
[Feature] costmap generator,2019-03-08T14:33:38Z,390546490,470948443,answered,"@amc-nu @cirpue49 I have just realised there is another _points2costmap.cpp_ inside the _object_map_ package, can either one be named differently?",sgermanserrano,7638779.0,3376694.0,5,149,0,23,2085
[Feature] costmap generator,2019-03-11T05:37:06Z,390546490,471410202,questioned,"> @amc-nu @cirpue49 I have just realised there is another _points2costmap.cpp_ inside the _object_map_ package, can either one be named differently?

Yes, so I renamed `points2costmap` to `points_to_costmap` in this PR's files.
However, it is still confusing to have a similar name on both packages.

Basically, both 2 files do the same thing except that old `points2costmap` is computationally expensive.

So, will propose to make old `points2costmap` obsolete in next release(1.12).
What do you(@sgermanserrano) think?",k0suke-murakami,7638779.0,3376694.0,5,149,0,23,2085
[Feature] costmap generator,2019-06-18T09:01:28Z,390546490,503015184,answered,"@sgermanserrano Hi, I'm wondering why after I ran the node: ray_ground_filter, compare_map_filter, costmap_generator but didn't get the costmap on rviz? ",hamkuchan,7638779.0,3376694.0,5,149,0,23,2085
[Feature] costmap generator,2019-06-18T23:44:03Z,390546490,503351711,answered,"Thanks for using Autoware and for your question. However the issue tracker is for posting confirmed bugs and feature requests.

We ask that you please ask questions at the [ROS Answers website](https://answers.ros.org/questions/ask/?tags=autoware) following our support guidelines: https://github.com/autowarefoundation/autoware/wiki/Support-guidelines#ros-answers. Please pay particular attention to the information we ask you to provide.",gbiggs,7638779.0,3376694.0,5,149,0,23,2085
feature/tools,2018-12-13T10:52:48Z,389280982,446926018,answered,"My bad, I read the code as if cppcheck was being fetch and compiled locally, it's only fetching the namingng.py addon.",esteve,8440790.0,253139.0,3,2,0,2,28
feature/tools,2019-01-10T09:21:06Z,389280982,453025903,answered,Looks great! It'd be a really good addition to https://github.com/ament/ament_lint so that ament packages use the naming checker in their linters.,esteve,8440790.0,253139.0,3,2,0,2,28
feature/tools,2019-03-18T05:13:39Z,389280982,473772535,answered,"Please make a PR for ament to add this as a feature there, rather than something we have to maintain ourselves.",gbiggs,8440790.0,253139.0,3,2,0,2,28
Feature/online error code swap,2018-12-07T02:09:03Z,388476171,,,,hakuturu583,,,0,13,0,25,1585
Feature/edit typo,2019-01-16T16:46:40Z,388462010,454851434,answered,Thanks.,esteve,3512846.0,3512833.0,1,2,0,2,2
Feature/kitti2bag,2019-03-18T05:12:37Z,387195338,473772405,answered,The content of this PR are not entirely covered by the PR's title or description. The sub-module part is no longer valid given the repository reorganisation. Please file a new PR from a fork for any of the other changes you want to keep.,gbiggs,8969830.0,8969830.0,1,6,0,7,283
Feature/pointcloud renaming in bag,2018-12-04T17:58:59Z,387181461,444196099,answered,"@alexandrx the nodes still keep the old license notice, please have a look at autowarefoundation/autoware_ai#410 ",sgermanserrano,8978875.0,32386.0,5,6,0,6,264
Feature/pointcloud renaming in bag,2018-12-05T03:50:15Z,387181461,444349137,questioned,"Just updated the license notice as requested.
(I used the old notice as I had not approved the change yet)",alexandrx,8978875.0,32386.0,5,6,0,6,264
Feature/pointcloud renaming in bag,2019-01-17T00:47:51Z,387181461,454999819,answered,@alexandrx can you please merge develop branch?,amc-nu,8978875.0,32386.0,5,6,0,6,264
Feature/pointcloud renaming in bag,2019-03-18T05:06:27Z,387181461,473771639,answered,@alexandrx Is this PR still valid?,gbiggs,8978875.0,32386.0,5,6,0,6,264
Feature/pointcloud renaming in bag,2019-03-18T07:07:08Z,387181461,473793749,answered,"@alexanderhmw Please remove the unrelated changes, attend the comments, and create PR again from your fork.",amc-nu,8978875.0,32386.0,5,6,0,6,264
Feature/rosbag play options,2019-03-18T05:05:04Z,387164520,473771441,answered,"@alexandrx @amc-nu Can we get an update, merge, or close of this PR please?",gbiggs,8981707.0,8974668.0,1,5,0,1,16
feature/test_amathutils,2018-12-03T14:32:20Z,386843028,443729819,questioned,@s-azumi Can you confirm that the expected behaviour of `calcPosesAngleDiffRaw` is to return the angle difference from the _from_ pose to the _to_ pose?,sgermanserrano,4888541.0,177.0,8,5,0,1,182
feature/test_amathutils,2018-12-11T14:35:39Z,386843028,446223699,answered,Is this going to be merged in 1.10?,HEGALLIS,4888541.0,177.0,8,5,0,1,182
feature/test_amathutils,2019-01-24T13:50:27Z,386843028,457202958,answered,@sgermanserrano Thank you for creating tests!!! I'd like to merge this pull request once the CI problems in #1609 can be fixed.,kfunaoka,4888541.0,177.0,8,5,0,1,182
feature/test_amathutils,2019-01-25T07:19:51Z,386843028,457479315,answered,@sgermanserrano I'd like to try GitLab CI of this pull request with the latest feature/rebuild_decision_maker #1609 . May I take over the target branch feature/test_PR_1609 and request review to @s-azumi  ?,kfunaoka,4888541.0,177.0,8,5,0,1,182
feature/test_amathutils,2019-01-25T14:05:16Z,386843028,457582657,questioned,"@kfunaoka yes, I guess _feature/test_PR_1609_ needs to be updated with the latest changes. This is the pipeline for the latest commit on this PR https://gitlab.com/ServandoGS/Autoware/pipelines/38944350",sgermanserrano,4888541.0,177.0,8,5,0,1,182
feature/test_amathutils,2019-01-25T14:55:04Z,386843028,457598076,answered,@sgermanserrano Thanks! I've updated feature/test_PR_1609 at cbd456988,kfunaoka,4888541.0,177.0,8,5,0,1,182
